ProvinceCode,ProvinceName,CityMunicipalityCode,CityMunicipalityName,BarangayCode,BarangayName
1380600000,"Province 1380600000",1380611000,Paco,1380611001,"Barangay 662"
1380600000,"Province 1380600000",1380611000,Paco,1380611004,"Barangay 664-A"
1380600000,"Province 1380600000",1380611000,Paco,1380611005,"Barangay 671"
1380600000,"Province 1380600000",1380611000,Paco,1380611006,"Barangay 672"
1380600000,"Province 1380600000",1380611000,Paco,1380611007,"Barangay 673"
1380600000,"Province 1380600000",1380611000,Paco,1380611008,"Barangay 674"
1380600000,"Province 1380600000",1380611000,Paco,1380611009,"Barangay 675"
1380600000,"Province 1380600000",1380611000,Paco,1380611010,"Barangay 676"
1380600000,"Province 1380600000",1380611000,Paco,1380611011,"Barangay 677"
1380600000,"Province 1380600000",1380611000,Paco,1380611012,"Barangay 678"
1380600000,"Province 1380600000",1380611000,Paco,1380611013,"Barangay 679"
1380600000,"Province 1380600000",1380611000,Paco,1380611014,"Barangay 680"
1380600000,"Province 1380600000",1380611000,Paco,1380611015,"Barangay 681"
1380600000,"Province 1380600000",1380611000,Paco,1380611016,"Barangay 682"
1380600000,"Province 1380600000",1380611000,Paco,1380611017,"Barangay 683"
1380600000,"Province 1380600000",1380611000,Paco,1380611018,"Barangay 684"
1380600000,"Province 1380600000",1380611000,Paco,1380611019,"Barangay 685"
1380600000,"Province 1380600000",1380611000,Paco,1380611023,"Barangay 809"
1380600000,"Province 1380600000",1380611000,Paco,1380611024,"Barangay 810"
1380600000,"Province 1380600000",1380611000,Paco,1380611025,"Barangay 811"
1380600000,"Province 1380600000",1380611000,Paco,1380611026,"Barangay 812"
1380600000,"Province 1380600000",1380611000,Paco,1380611027,"Barangay 813"
1380600000,"Province 1380600000",1380611000,Paco,1380611028,"Barangay 814"
1380600000,"Province 1380600000",1380611000,Paco,1380611029,"Barangay 815"
1380600000,"Province 1380600000",1380611000,Paco,1380611030,"Barangay 816"
1380600000,"Province 1380600000",1380611000,Paco,1380611031,"Barangay 817"
1380600000,"Province 1380600000",1380611000,Paco,1380611032,"Barangay 818"
1380600000,"Province 1380600000",1380611000,Paco,1380611034,"Barangay 819"
1380600000,"Province 1380600000",1380611000,Paco,1380611035,"Barangay 820"
1380600000,"Province 1380600000",1380611000,Paco,1380611036,"Barangay 821"
1380600000,"Province 1380600000",1380611000,Paco,1380611037,"Barangay 822"
1380600000,"Province 1380600000",1380611000,Paco,1380611038,"Barangay 823"
1380600000,"Province 1380600000",1380611000,Paco,1380611039,"Barangay 824"
1380600000,"Province 1380600000",1380611000,Paco,1380611040,"Barangay 825"
1380600000,"Province 1380600000",1380611000,Paco,1380611041,"Barangay 826"
1380600000,"Province 1380600000",1380611000,Paco,1380611042,"Barangay 827"
